2024-08-14 | 15:05:43.564 | DEBUG | passlib.utils.compat:__getattr__:449 | Thread 11848 | loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2024-08-14 | 15:15:40.314 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.complete
2024-08-14 | 15:15:40.314 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.started request=<Request [b'POST']>
2024-08-14 | 15:15:40.314 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.complete
2024-08-14 | 15:15:40.314 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.started request=<Request [b'POST']>
2024-08-14 | 15:15:40.433 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Wed, 14 Aug 2024 10:15:36 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'90.156.160.97'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-14 | 15:15:40.434 | INFO | httpx:_send_single_request:1773 | Thread 5280 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-14 | 15:15:40.434 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.started request=<Request [b'POST']>
2024-08-14 | 15:15:40.434 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.complete
2024-08-14 | 15:15:40.434 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.started
2024-08-14 | 15:15:40.434 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.complete
2024-08-14 | 15:15:40.434 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.started
2024-08-14 | 15:15:40.436 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.complete
2024-08-14 | 15:15:40.436 | SUCCESS | root:success:13 | Thread 5280 | Данные успешно получены
2024-08-14 | 15:15:40.436 | DEBUG | aioredis:create_connection:110 | Thread 5280 | Creating tcp connection to ('localhost', 6379)
2024-08-14 | 15:15:40.439 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Wed, 14 Aug 2024 10:15:36 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'90.156.160.97'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-14 | 15:15:40.439 | INFO | httpx:_send_single_request:1773 | Thread 5280 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-14 | 15:15:40.439 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.started request=<Request [b'POST']>
2024-08-14 | 15:15:40.440 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.complete
2024-08-14 | 15:15:40.440 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.started
2024-08-14 | 15:15:40.440 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.complete
2024-08-14 | 15:15:40.441 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.started
2024-08-14 | 15:15:40.441 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.complete
2024-08-14 | 15:15:40.441 | SUCCESS | root:success:13 | Thread 5280 | Данные успешно получены
2024-08-14 | 15:15:40.441 | DEBUG | aioredis:create_connection:110 | Thread 5280 | Creating tcp connection to ('localhost', 6379)
2024-08-14 | 15:15:42.488 | INFO | root:save_balance:183 | Thread 5280 | Redis успешно закрыт
2024-08-14 | 15:15:42.489 | INFO | root:save_balance:183 | Thread 5280 | Redis успешно закрыт
2024-08-14 | 15:15:42.490 | DEBUG | aioredis:_do_close:158 | Thread 5280 | Closed 1 connection(s)
2024-08-14 | 15:15:42.490 | DEBUG | aioredis:_do_close:158 | Thread 5280 | Closed 1 connection(s)
2024-08-14 | 15:15:51.327 | INFO | root:sign_up:30 | Thread 5280 | Попытка регистрации с номером телефона: 909170775
2024-08-14 | 15:15:51.327 | SUCCESS | root:success:13 | Thread 5280 | Код для подтверждения сгенерирован успешно: 6823
2024-08-14 | 15:15:51.328 | DEBUG | aioredis:create_connection:110 | Thread 5280 | Creating tcp connection to ('localhost', 6379)
2024-08-14 | 15:15:53.368 | SUCCESS | root:success:13 | Thread 5280 | Код подтверждения успешно сохранен для 909170775
2024-08-14 | 15:15:53.368 | DEBUG | aioredis:_do_close:158 | Thread 5280 | Closed 1 connection(s)
2024-08-14 | 15:15:53.368 | DEBUG | aioredis:create_connection:110 | Thread 5280 | Creating tcp connection to ('localhost', 6379)
2024-08-14 | 15:15:55.409 | DEBUG | urllib3.connectionpool:_new_conn:1051 | Thread 5280 | Starting new HTTPS connection (1): notify.eskiz.uz:443
2024-08-14 | 15:15:56.313 | DEBUG | urllib3.connectionpool:_make_request:546 | Thread 5280 | https://notify.eskiz.uz:443 "POST /api/auth/login HTTP/11" 200 334
2024-08-14 | 15:15:56.314 | INFO | root:get_eskiz_token:37 | Thread 5280 | Новый токен Eskiz извлекается и хранится в Redis
2024-08-14 | 15:15:56.314 | DEBUG | aioredis:_do_close:158 | Thread 5280 | Closed 1 connection(s)
2024-08-14 | 15:15:56.530 | INFO | root:send_sms:65 | Thread 5280 | SMS успешно был отправлен на 909170775
2024-08-14 | 15:15:56.531 | SUCCESS | root:success:13 | Thread 5280 | СМС код успешно отправлен на телефон номер 909170775
2024-08-14 | 15:18:42.512 | DEBUG | httpx:load_ssl_context:80 | Thread 5280 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-14 | 15:18:42.515 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 5280 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_bicycle\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-14 | 15:18:42.671 | DEBUG | httpx:load_ssl_context:80 | Thread 5280 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-14 | 15:18:42.672 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 5280 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_bicycle\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-14 | 15:18:42.823 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-14 | 15:18:42.824 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-14 | 15:18:42.851 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020606857F10>
2024-08-14 | 15:18:42.852 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000206079CEBA0> server_hostname='api.upay.uz' timeout=5.0
2024-08-14 | 15:18:42.852 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020606683F90>
2024-08-14 | 15:18:42.853 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000206079CE7B0> server_hostname='api.upay.uz' timeout=5.0
2024-08-14 | 15:18:42.884 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020607B9BED0>
2024-08-14 | 15:18:42.885 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.started request=<Request [b'POST']>
2024-08-14 | 15:18:42.885 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020607BA9D50>
2024-08-14 | 15:18:42.886 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.complete
2024-08-14 | 15:18:42.886 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.started request=<Request [b'POST']>
2024-08-14 | 15:18:42.886 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.started request=<Request [b'POST']>
2024-08-14 | 15:18:42.886 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.complete
2024-08-14 | 15:18:42.887 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.started request=<Request [b'POST']>
2024-08-14 | 15:18:42.887 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.complete
2024-08-14 | 15:18:42.887 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.started request=<Request [b'POST']>
2024-08-14 | 15:18:42.887 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.complete
2024-08-14 | 15:18:42.887 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.started request=<Request [b'POST']>
2024-08-14 | 15:18:43.033 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Wed, 14 Aug 2024 10:18:39 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'90.156.160.97'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-14 | 15:18:43.034 | INFO | httpx:_send_single_request:1773 | Thread 5280 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-14 | 15:18:43.034 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.started request=<Request [b'POST']>
2024-08-14 | 15:18:43.034 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.complete
2024-08-14 | 15:18:43.034 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.started
2024-08-14 | 15:18:43.034 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.complete
2024-08-14 | 15:18:43.034 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.started
2024-08-14 | 15:18:43.035 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.complete
2024-08-14 | 15:18:43.035 | SUCCESS | root:success:13 | Thread 5280 | Данные успешно получены
2024-08-14 | 15:18:43.035 | DEBUG | aioredis:create_connection:110 | Thread 5280 | Creating tcp connection to ('localhost', 6379)
2024-08-14 | 15:18:43.056 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Wed, 14 Aug 2024 10:18:39 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'90.156.160.97'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-14 | 15:18:43.057 | INFO | httpx:_send_single_request:1773 | Thread 5280 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-14 | 15:18:43.057 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.started request=<Request [b'POST']>
2024-08-14 | 15:18:43.057 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_body.complete
2024-08-14 | 15:18:43.058 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.started
2024-08-14 | 15:18:43.058 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | response_closed.complete
2024-08-14 | 15:18:43.058 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.started
2024-08-14 | 15:18:43.058 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | close.complete
2024-08-14 | 15:18:43.058 | SUCCESS | root:success:13 | Thread 5280 | Данные успешно получены
2024-08-14 | 15:18:43.059 | DEBUG | aioredis:create_connection:110 | Thread 5280 | Creating tcp connection to ('localhost', 6379)
2024-08-14 | 15:18:45.074 | INFO | root:save_balance:183 | Thread 5280 | Redis успешно закрыт
2024-08-14 | 15:18:45.075 | DEBUG | aioredis:_do_close:158 | Thread 5280 | Closed 1 connection(s)
2024-08-14 | 15:18:45.101 | INFO | root:save_balance:183 | Thread 5280 | Redis успешно закрыт
2024-08-14 | 15:18:45.102 | DEBUG | aioredis:_do_close:158 | Thread 5280 | Closed 1 connection(s)
2024-08-14 | 15:21:45.055 | DEBUG | httpx:load_ssl_context:80 | Thread 5280 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-14 | 15:21:45.058 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 5280 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_bicycle\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-14 | 15:21:45.209 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-14 | 15:21:45.209 | DEBUG | httpx:load_ssl_context:80 | Thread 5280 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-14 | 15:21:45.209 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 5280 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_bicycle\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-14 | 15:21:45.358 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-14 | 15:21:45.389 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020607F799D0>
2024-08-14 | 15:21:45.389 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000206079CD400> server_hostname='api.upay.uz' timeout=5.0
2024-08-14 | 15:21:45.389 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020607F77D50>
2024-08-14 | 15:21:45.389 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000206079CD130> server_hostname='api.upay.uz' timeout=5.0
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020607F79A10>
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.started request=<Request [b'POST']>
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.connection:atrace:85 | Thread 5280 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020607F79690>
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.complete
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.started request=<Request [b'POST']>
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.started request=<Request [b'POST']>
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.complete
2024-08-14 | 15:21:45.421 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.started request=<Request [b'POST']>
2024-08-14 | 15:21:45.427 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_headers.complete
2024-08-14 | 15:21:45.427 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.started request=<Request [b'POST']>
2024-08-14 | 15:21:45.428 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | send_request_body.complete
2024-08-14 | 15:21:45.428 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.started request=<Request [b'POST']>
2024-08-14 | 15:21:45.539 | DEBUG | httpcore.http11:atrace:85 | Thread 5280 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Wed, 14 Aug 2024 10:21:42 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'90.156.160.97'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
